"año","rol_establecimiento","id_vu","nombre_establecimiento","razon_social","rut_razon_social","ciiu4","ciiu6","region","rubro_vu","cantidad_toneladas","tratamiento_nivel_3","tratamiento_nivel_1","capitulo_ler","subcapitulo_ler","nombre_ler","nombre_establecimiento_trazabilidad","razon_social_trazabilidad","comuna_trazabilidad","id_comuna_trazabilidad","region_trazabilidad","rut","entrada_salida","capitulo ler","rut_razon_social_trazabilidad","tratamiento_nivel_2","categoria_residuo","rubro_vu_limpio"
2019,"Generador Industrial",5467161,"ECO SERVICIOS SA","ECO SERVICIOS S A","76065151-6","Otras actividades de servicios personales n.c.p.","Otras actividades de servicios personales n.c.p.","Metropolitana de Santiago","Otras actividades",2077.19,"Pretratamiento de madera que no contiene sustancias peligrosas","Valorización","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)","Madera distinta de la especificada en el código 20 01 37","TIRSA LONGITUDINAL SUR KM 63 SN MOSTAZAL","TIRSA S A","Mostazal",6110,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Madera","Otras Actividades"
2019,"Generador Industrial",5477175,"2179 CONDOMINIO TOROBAYO III","CONSTRUCTORA SOCOVESA SUR S.A.","96797930-9","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Los Ríos","Construcción",2076.2,"Vertedero","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06","VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL","I MUNICIPALIDAD VALDIVIA","Valdivia",14101,"Los Ríos",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",5467245,"CENTRAL GEOTERMICA CERRO PABELLON","GEOTERMICA DEL NORTE S A","96971330-6","Generación, transmisión y distribución de energía eléctrica","Generación de energía eléctrica en otras centrales n.c.p.","Antofagasta","Otras centrales de generación eléctrica",2067.15,"Recepción de Lodos en PTAS","Eliminación","Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial","Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría","Lodos del tratamiento de aguas residuales urbanas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lodos","Energía y Suministro"
2019,"Generador Industrial",5457981,"FAENADORA LO MIRANDA","FAENADORA LO MIRANDA LIMITADA","78408440-K","Elaboración y conservación de carne","Explotación de mataderos de aves y de otros tipos de animales n.c.p.","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",2064,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO COLIHUES LA YESCA","I MUNICIPALIDAD DE RANCAGUA","Requínoa",6116,"Libertador Gral. Bernardo O'Higgins",NA,NA,NA,NA,NA,"Residuos municipales","Industria y Manufactura"
2019,"Generador Industrial",5452311,"SOPROLE","SOPROLE S.A.","76101812-4","Elaboración de productos lácteos","Elaboración de productos lácteos","Metropolitana de Santiago","Industria manufacturera",2055,"Compostaje","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la industria de productos lácteos","Materiales inadecuados para el consumo o la elaboración","RECICLAJES INDUSTRIALES SA","RECICLAJES INDUSTRIALES S A","Pudahuel",13124,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos inadecuados para consumo","Industria y Manufactura"
2019,"Generador Industrial",84147,"INDUSTRIAS METALURGICAS SORENA S.A.","INDUSTRIAS METALURGICAS SORENA S A","92261000-2","Otras industrias manufactureras n.c.p.","Otras industrias manufactureras n.c.p.","Metropolitana de Santiago","Industria manufacturera",2046,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Industria y Manufactura"
2019,"Generador Industrial",5465395,"CASA MATRIZ","PULLMAN CARGO S A","89622400-K","Otras actividades de transporte de pasajeros por vía terrestre","Transporte de pasajeros en buses interurbanos","Metropolitana de Santiago","Transporte de pasajeros",2044,"Pretratamiento de Neumáticos Fuera de Uso","Valorización","Residuos no especificados en otro capítulo de la lista","Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)","Neumáticos fuera de uso","POLAMBIENTE SA","POLAMBIENTE S.A.","Lampa",13302,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Neumáticos","Transporte y Logística"
2019,"Generador Industrial",81136,"PULLMAN CARGO S A","PULLMAN CARGO S A","89622400-K","Transporte de carga por carretera","Transporte de carga por carretera","Metropolitana de Santiago","Transporte de carga",2044,"Pretratamiento de Neumáticos Fuera de Uso","Valorización","Residuos no especificados en otro capítulo de la lista","Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)","Neumáticos fuera de uso","POLAMBIENTE SA","POLAMBIENTE S.A.","Lampa",13302,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Neumáticos","Transporte y Logística"
2019,"Generador Industrial",5461535,"CERRO GRANDE","AGRICOLA CHOROMBO S A","83659400-2","Cría de aves de corral","Cría de aves de corral para la producción de carne","Metropolitana de Santiago","Producción agropecuaria",2044,"Valorización","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca","Heces de animales, orina y estiércol (incluida paja podrida) y efluentes recogidos selectivamente y tratados fuera del lugar donde se generan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Orgánicos","Agro, Pesca y Alimentos"
2019,"Generador Industrial",386168,"PATIO 1","TRANSPORTES COMETA S A","95896000-K","Otras actividades de transporte de pasajeros por vía terrestre","Transporte de pasajeros en buses interurbanos","Metropolitana de Santiago","Transporte de pasajeros",2044,"Pretratamiento de Neumáticos Fuera de Uso","Valorización","Residuos no especificados en otro capítulo de la lista","Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)","Neumáticos fuera de uso","POLAMBIENTE SA","POLAMBIENTE S.A.","Lampa",13302,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Neumáticos","Transporte y Logística"
2019,"Generador Industrial",323652,"WATTS LONQUÉN","WATT'S  S.A.","84356800-9","Elaboración de productos lácteos","Elaboración de productos lácteos","Metropolitana de Santiago","Industria manufacturera",2042.77,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO SANTA MARTA","CONSORCIO SANTA MARTA S A","Talagante",13601,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Industria y Manufactura"
2019,"Generador Industrial",3739,"FAENADORA ROSARIO LTDA.","PROCESADORA DE ALIMENTOS DEL SUR LIMITADA","77476390-2","Elaboración y conservación de carne","Elaboración y conservación de carne y productos cárnicos","Libertador Gral. Bernardo O'Higgins","Industria manufacturera",2042.25,"Degradación Anaeróbica","Valorización","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Lodos del tratamiento in situ de efluentes","PLANTA MOLINA","BIO ENERGIA MOLINA SPA","Molina",7304,"Maule",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",322488,"CMPC PULP SA PLANTA PACIFICO","CMPC PULP SPA","96532330-9","Fabricación de pasta de madera, papel y cartón","Fabricación de celulosa y otras pastas de madera","Araucanía","Industria del papel y celulosa",2041,"Vertedero","Eliminación","Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón","Residuos de la producción y transformación de pasta de papel, papel y cartón","Residuos de lodos calizos","CMPC PULP SA PLANTA PACIFICO","CMPC PULP SPA","Collipulli",9202,"Araucanía",NA,NA,NA,NA,NA,"Lodos","Industria y Manufactura"
2019,"Generador Industrial",5441864,"TORALLA S.A.","TORALLA SOCIEDAD ANONIMA","96854180-3","Elaboración y conservación de pescado, crustáceos y moluscos","Elaboración y conservación de crustáceos, moluscos y otros productos acuáticos, en plantas en tierra","Los Lagos","Industria manufacturera",2036.16,"Vertedero","Eliminación","Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos","Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal","Residuos no especificados en otra categoría","VERTEDERO INDUSTRIAL DICHAM","0","Chonchi",10203,"Los Lagos",NA,NA,NA,NA,NA,"Otros","Industria y Manufactura"
2019,"Generador Industrial",18851,"EDIFICIO VM20","UNIVERSIDAD DE CHILE","60910000-1","Enseñanza superior en universidades","Enseñanza superior en universidades públicas","Metropolitana de Santiago","Educación",2033,"Sitio de Escombros de la Construcción","Eliminación","Residuos de la construcción y demolición","Otros residuos de construcción y demolición","Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","BALTIERRA SA","INMOBILIARIA,AGRICOLA Y COMERCIAL BALTIERRA SOCIEDAD ANONIMA","Puente Alto",13201,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Salud y Educación"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",2030,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",5471142,"MEDLOG CHILE DEPOSITO","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Metropolitana de Santiago","Transporte y almacenamiento",2020,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
2019,"Generador Industrial",323335,"HOSPITAL DR GUSTAVO FRICKE","HOSPITAL DR GUSTAVO FRICKE DE VINA DEL MAR","61606602-1","Actividades de hospitales públicos y privados","Actividades de hospitales y clínicas públicas","Valparaíso","Servicios de salud",2014,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO EL MOLLE","GESTION INTEGRAL DE RESIDUOS SPA","Valparaíso",5101,"Valparaíso",NA,NA,NA,NA,NA,"Residuos municipales","Salud y Educación"
2019,"Generador Industrial",5474229,"INMOBILIARIA FEDERICO SCOTTO","INMOBILIARIA FEDERICO SCOTTO SPA","76439923-4","Construcción de edificios para uso residencial y no residencial","Construcción de edificios para uso residencial","Metropolitana de Santiago","Construcción",2010,"Monorelleno","Eliminación","Residuos de la construcción y demolición","Hormigón, ladrillos, tejas y materiales cerámicos","Mezclas de hormigón, ladrillos, tejas y materiales cerámicos, distintas de las especificadas en el código 17 01 06","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA","San Bernardo",13401,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos de construcción","Construcción"
2019,"Generador Industrial",557523,"ALTO PEÑUELAS","RENDIC HERMANOS S A","81537600-5","Venta al por menor en comercios no especializados con predominio de la venta de alimentos, bebidas o tabaco","Venta al por menor en comercios de alimentos, bebidas o tabaco (supermercados e hipermercados)","Coquimbo","Comercio minorista",2006,"Relleno sanitario","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Mezclas de residuos municipales","RELLENO SANITARIO EL PANUL","INVERSIONES PANUL LIMITADA","Coquimbo",4102,"Coquimbo",NA,NA,NA,NA,NA,"Residuos municipales","Comercio y Servicios Empresariales"
2019,"Generador Industrial",5476510,"MEDLOG SAI","MEDLOG CHILE S.A","76172595-5","Almacenamiento y depósito","Otros servicios de almacenamiento y depósito n.c.p.","Valparaíso","Transporte y almacenamiento",2000,"Residuos sólidos domiciliarios y asimilables a domiciliarios","Eliminación","Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente","Otros residuos municipales","Residuos municipales no especificados en otra categoría","ESTACION DE TRANSFERENCIA CERRO LOS CONDORES","GESTION ECOLOGICA DE RESIDUOS S A","Quilicura",13125,"Metropolitana de Santiago",NA,NA,NA,NA,NA,"Residuos municipales","Transporte y Logística"
